Order ID,Order Date,Customer ID,Product ID,Quantity
TKL-20738-660,10/2/2021,47939-53158-LS,E-M-0.2,1
TKL-20738-660,10/2/2021,47939-53158-LS,A-L-0.2,1
TKL-20738-660,10/2/2021,47939-53158-LS,E-M-1,5
GOW-03198-575,3/13/2021,61513-27752-FA,A-D-0.5,4
QJB-90477-635,6/12/2022,89714-19856-WX,L-L-2.5,4
MWP-46239-785,4/27/2019,87979-56781-YV,L-M-0.2,5
QDV-03406-248,5/23/2019,74126-88836-KA,L-M-0.5,3
GPH-40635-105,7/14/2020,37397-05992-VO,A-M-1,1
JOM-80930-071,11/10/2021,54904-18397-UD,L-D-1,6
OIL-26493-755,8/31/2021,19017-95853-EK,A-M-0.5,1
CYV-13426-645,7/6/2019,88593-59934-VU,E-D-1,1
WRP-39846-614,3/4/2022,47493-68564-YM,A-L-2.5,5
VDZ-76673-968,12/31/2020,82246-82543-DW,E-D-0.5,2
VTV-03546-175,7/31/2020,03384-62101-IY,A-L-2.5,5
GHR-72274-715,5/24/2021,86881-41559-OR,L-D-1,1
ZGK-97262-313,7/16/2022,02536-18494-AQ,E-M-2.5,3
ZFS-30776-804,2/5/2021,58638-01029-CB,A-L-0.5,5
QUU-91729-492,7/29/2021,90312-11148-LA,A-D-0.2,4
PVI-72795-960,3/17/2022,68239-74809-TF,E-L-2.5,3
PPP-78935-365,2/11/2021,91074-60023-IP,E-D-1,4
JUO-34131-517,2/13/2019,07972-83748-JI,L-D-1,6
ZJE-89333-489,5/13/2022,08694-57330-XR,L-D-2.5,1
LOO-35324-159,5/19/2020,68412-11126-YJ,A-L-0.2,4
JBQ-93412-846,4/27/2022,69037-66822-DW,E-L-2.5,4
EHX-66333-637,9/9/2020,01297-94364-XH,L-M-0.5,2
WXG-25759-236,3/10/2021,39919-06540-ZI,E-L-2.5,2
QNA-31113-984,4/7/2019,60512-78550-WS,L-M-0.2,4
ZWI-52029-159,7/12/2020,40172-12000-AU,L-M-1,3
ZWI-52029-159,7/12/2020,40172-12000-AU,E-M-1,2
DFS-49954-707,12/21/2021,39019-13649-CL,E-D-0.2,5
VYP-89830-878,10/4/2020,12715-05198-QU,A-M-2.5,2
AMT-40418-362,8/8/2020,04513-76520-QO,L-D-1,1
NFQ-23241-793,10/11/2020,88446-59251-SQ,A-M-1,3
JQK-64922-985,11/10/2021,23779-10274-KN,R-M-2.5,3
YET-17732-678,6/20/2021,57235-92842-DK,R-D-0.2,1
NKW-24945-846,10/4/2021,75977-30364-AY,A-D-2.5,5
VKA-82720-513,6/24/2019,12299-30914-NG,A-M-2.5,6
THA-60599-417,10/26/2019,59971-35626-YJ,A-M-2.5,3
MEK-39769-035,6/27/2021,15380-76513-PS,R-D-2.5,3
JAF-18294-750,9/6/2019,73564-98204-EY,R-D-2.5,6
TME-59627-221,4/30/2021,72282-40594-RX,L-L-2.5,6
UDG-65353-824,1/7/2020,17514-94165-RJ,E-M-0.5,4
ENQ-42923-176,1/11/2021,56248-75861-JX,A-L-0.5,3
CBT-55781-720,11/15/2021,97855-54761-IS,E-D-0.5,3
NEU-86533-016,6/3/2019,96544-91644-IT,R-D-0.2,6
BYU-58154-603,12/17/2020,51971-70393-QM,E-D-0.5,4
EHJ-05910-257,2/7/2021,06812-11924-IK,R-D-1,6
EIL-44855-309,3/15/2021,59741-90220-OW,R-D-0.5,5
HCA-87224-420,8/4/2022,62682-27930-PD,E-M-0.5,5
ABO-29054-365,1/19/2019,00256-19905-YG,A-M-0.5,6
TKN-58485-031,3/23/2022,38890-22576-UI,R-D-1,2
RCK-04069-371,10/7/2021,94573-61802-PH,E-L-2.5,2
IRJ-67095-738,3/20/2019,86447-02699-UT,E-M-2.5,2
VEA-31961-977,12/15/2021,51432-27169-KN,E-D-0.5,3
BAF-42286-205,6/8/2022,43074-00987-PB,R-M-2.5,4
WOR-52762-511,12/14/2019,04739-85772-QT,E-L-2.5,6
ZWK-03995-815,4/10/2021,28279-78469-YW,E-M-2.5,2
CKF-43291-846,3/10/2020,91829-99544-DS,E-L-2.5,1
RMW-74160-339,10/16/2020,38978-59582-JP,R-L-2.5,4
FMT-94584-786,10/8/2019,86504-96610-BH,A-L-1,2
NWT-78222-575,12/31/2019,75986-98864-EZ,A-D-0.2,1
EOI-02511-919,3/20/2020,66776-88682-RG,E-L-0.2,5
EOI-02511-919,3/20/2020,66776-88682-RG,A-D-0.5,5
UCT-03935-589,3/29/2021,85851-78384-DM,R-D-0.5,6
SBI-60013-494,11/12/2021,55232-81621-BX,E-M-0.2,2
QRA-73277-814,7/20/2021,80310-92912-JA,A-L-0.5,4
EQE-31648-909,1/18/2019,19821-05175-WZ,E-D-0.5,5
QOO-24615-950,8/7/2019,01338-83217-GV,R-M-2.5,3
WDV-73864-037,3/13/2022,66044-25298-TA,L-M-0.5,5
PKR-88575-066,5/17/2022,28728-47861-TZ,E-L-0.2,1
BWR-85735-955,12/14/2019,32638-38620-AX,L-M-1,3
YFX-64795-136,1/15/2020,83163-65741-IH,L-M-2.5,1
DDO-71442-967,4/12/2019,89422-58281-FD,L-D-0.2,5
ILQ-11027-588,3/29/2020,76293-30918-DQ,E-D-1,6
KRZ-13868-122,3/24/2022,86779-84838-EJ,E-L-1,3
VRM-93594-914,7/21/2021,66806-41795-MX,E-D-0.5,5
HXL-22497-359,8/6/2019,64875-71224-UI,A-L-1,3
NOP-21394-646,5/23/2021,16982-35708-BZ,E-L-0.5,6
NOP-21394-646,5/23/2021,16982-35708-BZ,L-D-2.5,2
NOP-21394-646,5/23/2021,16982-35708-BZ,L-D-2.5,3
NOP-21394-646,5/23/2021,16982-35708-BZ,L-L-0.5,4
NOP-21394-646,5/23/2021,16982-35708-BZ,E-M-1,3
FTV-77095-168,4/8/2021,66708-26678-QK,L-L-0.5,6
BOR-02906-411,10/17/2021,08743-09057-OO,L-D-2.5,6
WMP-68847-770,2/16/2022,37490-01572-JW,L-L-0.2,1
TMO-22785-872,7/15/2020,01811-60350-CU,E-M-1,6
TJG-73587-353,2/22/2020,24766-58139-GT,R-D-0.2,3
OOU-61343-455,1/15/2021,90123-70970-NY,A-M-1,2
RMA-08327-369,1/11/2021,93809-05424-MG,A-M-0.5,6
SFB-97929-779,4/8/2022,85425-33494-HQ,E-D-0.5,4
AUP-10128-606,10/1/2020,54387-64897-XC,A-M-0.5,1
YTW-40242-005,10/28/2019,01035-70465-UO,L-D-1,4
PRP-53390-819,3/28/2021,84260-39432-ML,E-L-0.5,6
GSJ-01065-125,3/31/2020,69779-40609-RS,E-D-0.2,4
YQU-65147-580,3/26/2022,80247-70000-HT,R-D-2.5,1
QPM-95832-683,11/6/2019,35058-04550-VC,L-L-1,2
BNQ-88920-567,12/30/2019,27226-53717-SY,L-D-0.2,6
PUX-47906-110,10/1/2021,02002-98725-CH,L-M-1,4
COL-72079-610,12/9/2020,38487-01549-MV,E-L-0.5,4
LBC-45686-819,5/1/2021,98573-41811-EQ,A-M-1,5
BLQ-03709-265,8/4/2022,72463-75685-MV,R-L-0.2,3
BLQ-03709-265,8/4/2022,72463-75685-MV,R-M-0.2,5
VFZ-91673-181,11/13/2021,10225-91535-AI,A-L-1,6
WKD-81956-870,9/16/2020,48090-06534-HI,L-D-0.5,3
TNI-91067-006,10/5/2020,80444-58185-FX,E-L-1,4
IZA-61469-812,1/6/2020,13561-92774-WP,L-D-2.5,4
PSS-22466-862,5/21/2021,11550-78378-GE,R-L-0.2,4
REH-56504-397,2/26/2020,90961-35603-RP,A-M-2.5,5
ALA-62598-016,2/19/2020,57145-03803-ZL,R-D-0.2,6
EYE-70374-835,6/29/2021,89115-11966-VF,R-L-0.2,5
CCZ-19589-212,3/27/2021,05754-41702-FG,L-M-0.2,2
BPT-83989-157,10/27/2021,84269-49816-ML,A-M-2.5,2
YFH-87456-208,6/12/2019,23600-98432-ME,L-M-0.2,2
JLN-14700-924,6/28/2020,79058-02767-CP,L-L-0.2,5
JVW-22582-137,3/23/2021,89208-74646-UK,E-M-0.2,5
LAA-41879-001,2/10/2022,11408-81032-UR,L-L-2.5,1
BRV-64870-915,4/16/2019,32070-55528-UG,L-L-2.5,5
RGJ-12544-083,2/12/2020,48873-84433-PN,L-D-2.5,3
JJX-83339-346,1/2/2022,32928-18158-OW,R-L-0.2,1
BIU-21970-705,12/7/2020,89711-56688-GG,R-M-2.5,2
ELJ-87741-745,2/20/2020,48389-71976-JB,E-L-1,4
SGI-48226-857,6/11/2020,84033-80762-EQ,A-M-2.5,6
AHV-66988-037,9/8/2020,12743-00952-KO,R-M-2.5,2
ISK-42066-094,3/28/2020,41505-42181-EF,E-D-1,3
FTC-35822-530,10/10/2020,14307-87663-KB,E-D-0.5,4
VSS-56247-688,5/21/2022,08360-19442-GB,L-M-2.5,4
HVW-25584-144,4/30/2020,93405-51204-UW,L-L-0.2,5
MUY-15309-209,12/12/2021,97152-03355-IW,L-D-1,3
VAJ-44572-469,10/27/2020,79216-73157-TE,R-L-0.2,6
YJU-84377-606,7/7/2020,20259-47723-AC,A-D-1,1
VNC-93921-469,1/31/2020,04666-71569-RI,L-L-1,1
OGB-91614-810,2/18/2020,08909-77713-CG,R-M-0.2,1
BQI-61647-496,6/13/2021,84340-73931-VV,E-M-1,5
IOM-51636-823,8/6/2022,04609-95151-XH,A-D-1,3
GGD-38107-641,11/23/2021,99562-88650-YF,L-M-1,4
LTO-95975-728,10/13/2021,46560-73885-PJ,R-L-0.5,4
IGM-84664-265,8/31/2021,80179-44620-WN,R-L-0.5,3
SKO-45740-621,1/16/2020,04666-71569-RI,L-M-0.5,2
FOJ-02234-063,4/25/2022,59081-87231-VP,E-D-2.5,1
MSJ-11909-468,11/13/2021,07878-45872-CC,E-D-2.5,5
DKB-78053-329,6/8/2021,12444-05174-OO,R-M-0.2,2
DFZ-45083-941,11/21/2020,34665-62561-AU,R-L-2.5,1
OTA-40969-710,3/14/2019,77877-11993-QH,R-L-1,5
GRH-45571-667,8/16/2019,32291-18308-YZ,E-M-1,3
NXV-05302-067,4/22/2019,25754-33191-ZI,L-M-2.5,4
VZH-86274-142,5/2/2022,53120-45532-KL,R-L-1,5
KIX-93248-135,2/11/2020,36605-83052-WB,A-D-0.5,1
AXR-10962-010,3/28/2021,53683-35977-KI,E-D-1,2
IHS-71573-008,5/8/2021,07972-83134-NM,E-D-0.2,6
QTR-19001-114,11/21/2019,01035-70465-UO,A-D-1,2
WBK-62297-910,5/17/2021,25514-23938-IQ,A-D-0.2,2
OGY-19377-175,7/9/2019,49084-44492-OJ,E-D-0.5,1
ESR-66651-814,5/20/2020,76624-72205-CK,A-D-0.2,4
CPX-46916-770,8/27/2021,12729-50170-JE,R-L-1,6
MDC-03318-645,4/30/2022,43974-44760-QI,A-L-0.2,2
SFF-86059-407,6/3/2020,30585-48726-BK,A-M-2.5,1
SCL-94540-788,6/13/2022,16123-07017-TY,E-L-2.5,6
HVU-21634-076,6/10/2020,27723-45097-MH,R-L-2.5,4
XUS-73326-418,12/18/2020,37078-56703-AF,E-L-1,6
XWD-18933-006,8/31/2019,79420-11075-MY,A-L-0.2,2
HPD-65272-772,2/25/2019,57504-13456-UO,L-M-2.5,1
JEG-93140-224,2/7/2021,53751-57560-CN,E-M-0.5,5
NNH-62058-950,1/14/2021,96112-42558-EA,E-L-1,4
LTD-71429-845,2/24/2019,03157-23165-UB,A-L-0.5,1
MPV-26985-215,6/23/2019,51466-52850-AG,R-D-0.5,1
IYO-10245-081,5/9/2020,57145-31023-FK,E-M-2.5,3
BYZ-39669-954,7/18/2020,66408-53777-VE,L-L-2.5,1
EFB-72860-209,10/17/2019,53035-99701-WG,A-M-0.2,4
GMM-72397-378,5/16/2022,45899-92796-EI,R-L-0.2,4
LYP-52345-883,3/24/2021,17649-28133-PY,E-M-0.5,1
DFK-35846-692,11/3/2019,49612-33852-CN,R-D-0.2,5
XAH-93337-609,10/28/2021,66976-43829-YG,A-D-1,5
QKA-72582-644,12/16/2020,64852-04619-XZ,E-M-0.5,2
ZDK-84567-102,11/29/2021,58690-31815-VY,A-D-0.5,3
WAV-38301-984,3/20/2021,62863-81239-DT,A-D-0.5,5
KZR-33023-209,4/8/2022,21177-40725-CF,E-L-1,3
ULM-49433-003,8/14/2020,99421-80253-UI,E-M-1,2
SIB-83254-136,5/12/2019,45315-50206-DK,R-M-0.5,6
NOK-50349-551,3/3/2021,09595-95726-OV,R-D-0.5,3
YIS-96268-844,2/11/2020,60221-67036-TD,E-L-0.2,6
CXI-04933-855,4/27/2019,62923-29397-KX,E-L-2.5,6
IZU-90429-382,3/26/2022,33011-52383-BA,A-L-1,3
WIT-40912-783,9/28/2020,86768-91598-FA,L-D-0.2,4
PSD-57291-590,10/24/2019,37191-12203-MX,A-M-0.5,1
GOI-41472-677,8/4/2021,16545-76328-JY,E-D-2.5,4
KTX-17944-494,12/29/2019,74330-29286-RO,A-L-0.2,1
RDM-99811-230,11/27/2019,22349-47389-GY,L-M-0.2,5
JTU-55897-581,2/29/2020,70290-38099-GB,R-M-0.2,5
CRK-07584-240,1/31/2021,18741-72071-PP,A-M-1,3
MKE-75518-399,6/17/2022,62588-82624-II,A-M-1,3
AEL-51169-725,2/3/2020,37430-29579-HD,L-M-0.2,6
ZGM-83108-823,1/25/2022,84132-22322-QT,E-L-1,1
JBP-78754-392,4/30/2020,74330-29286-RO,E-M-2.5,6
RNH-54912-747,5/1/2021,37445-17791-NQ,R-M-0.5,1
JDS-33440-914,10/28/2021,58511-10548-ZU,R-M-1,3
SYX-48878-182,8/29/2021,47725-34771-FJ,R-D-1,5
ZGD-94763-868,12/27/2019,53086-67334-KT,E-L-2.5,1
CZY-70361-485,6/25/2019,83308-82257-UN,E-L-2.5,6
RJR-12175-899,3/2/2019,37274-08534-FM,E-D-0.5,3
ELB-07929-407,1/2/2022,54004-04664-AA,A-M-2.5,2
UJQ-54441-340,7/30/2019,26822-19510-SD,E-M-0.2,2
UJQ-54441-340,7/30/2019,26822-19510-SD,A-L-0.2,5
OWY-43108-475,12/5/2020,06432-73165-ML,A-M-0.2,6
GNO-91911-159,12/17/2020,96503-31833-CW,L-D-0.5,3
CNY-06284-066,6/26/2021,63985-64148-MG,E-D-0.2,5
OQS-46321-904,7/20/2019,19597-91185-CM,E-M-1,1
IBW-87442-480,7/14/2022,79814-23626-JR,A-L-2.5,1
DGZ-82537-477,8/14/2020,43439-94003-DW,R-D-1,5
LPS-39089-432,4/24/2019,97655-45555-LI,R-D-1,5
MQU-86100-929,6/4/2019,64418-01720-VW,L-L-0.5,4
XUR-14132-391,8/8/2022,96836-09258-RI,R-D-0.5,4
OVI-27064-381,11/13/2019,37274-08534-FM,R-D-0.5,3
SHP-17012-870,6/7/2020,69529-07533-CV,R-M-2.5,1
FDY-03414-903,8/12/2019,94840-49457-UD,A-D-0.5,3
WXT-85291-143,9/4/2019,81414-81273-DK,R-M-0.5,4
QNP-18893-547,10/4/2019,76930-61689-CH,R-L-1,5
DOH-92927-530,2/24/2020,12839-56537-TQ,L-L-0.2,6
HGJ-82768-173,8/26/2021,62741-01322-HU,A-M-1,4
YPT-95383-088,10/3/2021,43439-94003-DW,E-D-2.5,2
OYH-16533-767,6/13/2020,44932-34838-RM,E-L-1,4
DWW-28642-549,3/1/2021,91181-19412-RQ,E-D-0.2,2
CGO-79583-871,3/4/2019,37182-54930-XC,E-D-0.5,1
TFY-52090-386,10/13/2019,08613-17327-XT,E-L-0.5,2
TFY-52090-386,10/13/2019,08613-17327-XT,L-D-0.5,5
NYY-73968-094,8/15/2019,70451-38048-AH,R-D-0.5,6
QEY-71761-460,11/29/2021,35442-75769-PL,R-M-1,2
GKQ-82603-910,1/19/2020,83737-56117-JE,R-L-1,5
IOB-32673-745,5/28/2021,07095-81281-NJ,A-L-0.5,3
YAU-98893-150,1/15/2022,77043-48851-HG,L-M-1,3
XNM-14163-951,12/4/2019,78224-60622-KH,E-L-2.5,6
JPB-45297-000,7/1/2022,83105-86631-IU,R-L-0.2,4
MOU-74341-266,5/7/2019,99358-65399-TC,A-D-0.5,4
DHJ-87461-571,8/23/2020,94525-76037-JP,A-M-1,2
DKM-97676-850,6/2/2020,43439-94003-DW,E-D-0.5,5
UEB-09112-118,1/30/2020,82718-93677-XO,A-M-0.5,4
ORZ-67699-748,2/15/2020,44708-78241-DF,A-M-2.5,6
JXP-28398-485,6/11/2021,23039-93032-FN,A-D-2.5,5
WWH-92259-198,3/11/2022,35256-12529-FT,L-D-1,4
FLR-82914-153,9/9/2021,86100-33488-WP,A-M-2.5,6
AMB-93600-000,5/14/2019,64435-53100-WM,A-L-2.5,1
FEP-36895-658,4/8/2019,44699-43836-UH,R-L-0.2,6
RXW-91413-276,8/15/2020,29588-35679-RG,R-D-2.5,2
RXW-91413-276,8/15/2020,29588-35679-RG,R-M-0.5,1
SDB-77492-188,5/5/2022,64815-54078-HH,E-L-1,5
RZN-65182-395,3/27/2021,59572-41990-XY,L-M-1,6
HDQ-86094-507,4/27/2019,32481-61533-ZJ,E-D-1,6
YXO-79631-417,9/25/2021,31587-92570-HL,L-D-0.5,1
SNF-57032-096,2/13/2020,93832-04799-ID,E-D-0.5,6
DGL-29648-995,7/16/2021,59367-30821-ZQ,L-M-0.2,2
GPU-65651-504,5/11/2022,83947-45528-ET,E-M-2.5,2
OJU-34452-896,2/4/2019,60799-92593-CX,E-L-0.5,1
GZS-50547-887,2/5/2019,61600-55136-UM,E-D-1,2
ESR-54041-053,5/24/2022,59771-90302-OF,A-L-0.5,6
OGD-10781-526,10/4/2020,16880-78077-FB,R-L-0.5,6
FVH-29271-315,6/30/2022,74415-50873-FC,A-D-0.5,3
BNZ-20544-633,10/21/2020,31798-95707-NR,L-L-0.5,4
FUX-85791-078,10/16/2020,59122-08794-WT,A-M-0.2,2
YXP-20078-116,9/23/2020,37238-52421-JJ,R-M-0.5,1
VQV-59984-866,3/8/2019,48854-01899-FN,R-D-0.2,3
JEH-37276-048,6/30/2021,80896-38819-DW,A-L-0.5,3
VYD-28555-589,8/13/2019,29814-01459-RC,R-L-0.5,6
WUG-76466-650,2/22/2021,43439-94003-DW,L-D-0.5,3
RJV-08261-583,3/26/2022,48497-29281-FE,A-D-0.2,5
PMR-56062-609,1/10/2020,43605-12616-YH,E-D-0.5,3
XLD-12920-505,5/1/2019,21907-75962-VB,E-L-0.5,6
UBW-50312-037,2/9/2020,69503-12127-YD,A-L-2.5,4
QAW-05889-019,12/29/2021,68810-07329-EU,L-M-0.5,5
EPT-12715-397,9/9/2020,08478-75251-OG,A-D-0.2,6
DHT-93810-053,9/16/2021,17005-82030-EA,E-L-1,5
DMY-96037-963,10/26/2020,42179-95059-DO,L-D-0.2,3
MBM-55936-917,3/12/2019,55989-39849-WO,L-D-0.5,3
TPA-93614-840,2/18/2021,28932-49296-TM,E-D-0.5,2
WDM-77521-710,10/29/2020,86144-10144-CB,A-M-0.5,2
EIP-19142-462,9/6/2021,60973-72562-DQ,E-L-1,6
EIP-19142-462,9/6/2021,60973-72562-DQ,A-L-0.2,1
ZZL-76364-387,9/9/2020,11263-86515-VU,R-L-2.5,4
GMF-18638-786,9/26/2021,60004-62976-NI,L-D-0.5,6
TDJ-20844-787,11/5/2020,77876-28498-HI,A-L-0.5,5
BWK-39400-446,9/12/2019,61302-06948-EH,L-D-0.5,4
LCB-02099-995,7/31/2019,06757-96251-UH,A-D-0.2,6
UBA-43678-174,3/15/2019,44530-75983-OD,E-D-2.5,6
